Star,Ra,Dec,Mag
17506.0,0.9814904538,-0.0051786608,5.7008
17527.0,0.9824550597,0.4335288478,5.6447
17529.0,0.9825944421,0.7431357949,3.8717
17531.0,0.9826554331,0.427036324,4.2724
17534.0,0.9829024763,-0.8265784091,5.8837
17563.0,0.9846878887,0.1055929263,5.3139
17573.0,0.9853542196,0.4252993532,3.8591
17579.0,0.9857084341,0.4285589888,5.7675
17584.0,0.9860561308,0.7973003332,5.6401
17585.0,0.9861703465,1.1728940856,5.8718
17587.0,0.9862806712,1.1055799949,4.922
17593.0,0.9867293402,-0.2112151254,4.5239
17608.0,0.9875334966,0.4179795126,4.1534
17618.0,0.9881053402,-0.512047593,5.9555
17651.0,0.9898190548,-0.4057617865,4.3164
17678.0,0.9915092884,-1.2957192138,3.342
17702.0,0.9925879583,0.4207158363,2.848
17717.0,0.9933556205,-0.4166937948,5.2659
17738.0,0.9945484582,-0.5265190711,5.6816
17771.0,0.9960195574,0.1944884381,5.031
17776.0,0.9963506049,0.4087799108,5.4355
17797.0,0.9974427534,-0.656595104,4.2697
17798.0,0.9974355279,-0.3648250602,5.9238
17847.0,0.9999086753,0.4198131927,3.6084
17851.0,1.0000157891,0.421267077,5.0295
17854.0,1.0001973464,1.2369358266,5.4402
17874.0,1.0011849147,-0.6318111537,4.328
17884.0,1.0014761469,1.1436445542,4.3978
17886.0,1.0015791889,0.5775535599,5.1684
17891.0,1.0018641731,1.1047428793,5.8839
17932.0,1.0038880385,0.7848382819,5.796
17954.0,1.004939836,0.446449087,5.3049
17959.0,1.0051260843,1.2449846782,4.6368
18081.0,1.0118340046,0.5996799337,5.7777
18089.0,1.0123072831,0.1140557629,5.6804
18141.0,1.0153201329,-0.093571321,5.4539
18212.0,1.0194664605,0.8491126018,5.9246
18213.0,1.0194849345,-0.6061929065,5.0631
18216.0,1.0197582812,-0.429564146,4.5955
18217.0,1.0197953332,1.0118610853,5.8504
18246.0,1.0215934628,0.5564748061,2.898
18255.0,1.0222892748,-0.0515698322,4.6015
18262.0,1.0227031921,-0.7043630341,5.8218
18396.0,1.0296102958,0.8355147744,5.369
18434.0,1.0318305158,0.6122773525,5.4788
18453.0,1.0323939577,0.8848067299,5.3779
18471.0,1.0335281852,0.3923194722,5.7033
18488.0,1.0347106365,1.066551805,5.13
18505.0,1.0359573047,1.1008184155,4.9464
18532.0,1.0378325027,0.6983110005,2.8348
18543.0,1.0385967149,-0.235763342,3.0703
18597.0,1.0417243082,-1.0716347894,4.6497
18606.0,1.0422830902,-0.0954611975,5.9978
18614.0,1.0426814891,0.6246712676,4.0307
18647.0,1.0450255319,-0.2194634993,5.7362
18673.0,1.0468685617,-0.4191627529,4.5935
18723.0,1.0501517717,-0.5321632743,5.945
18724.0,1.0501661024,0.2179981788,3.3774
18735.0,1.0507380924,0.3175464036,5.9602
18744.0,1.0511103477,-1.0848856499,4.5138
18772.0,1.0528750386,-1.0660305529,5.1069
18788.0,1.0538904494,-0.0270460806,5.2315
18805.0,1.0549157638,0.1744982591,5.6792
18859.0,1.0585899465,-0.0046829073,5.4938
18907.0,1.0609694276,0.1045331612,3.9203
18957.0,1.0635312057,0.0948697721,5.2951
18975.0,1.0643966882,0.1430681514,5.5359
18993.0,1.0653626273,0.0493448654,5.4651
19009.0,1.0662269976,0.4207295311,5.6092
19011.0,1.0663021005,-0.2232684335,5.785
19018.0,1.0666262399,1.0324583907,5.1313
19038.0,1.0676802882,0.3854047915,4.5241
19095.0,1.0717269843,-0.482619084,5.6665
19129.0,1.0736080487,1.1986915243,5.9956
19167.0,1.0759267798,0.8787968474,4.2801
19171.0,1.0760244246,0.4817113082,5.1397
19205.0,1.0777784452,0.5061679578,5.2963
19335.0,1.0847581313,0.6639272306,5.6343
19343.0,1.0849892614,0.8327418533,3.9864
19376.0,1.0865809557,0.2338444223,5.9604
19388.0,1.0871874414,0.3422467388,5.6757
19398.0,1.087764548,-0.2859875109,5.4008
19454.0,1.0908470515,1.5119150503,5.9267
19461.0,1.0910333169,1.4084575655,5.2227
19483.0,1.0924684739,-0.1208435164,5.6074
19511.0,1.0943022832,-0.1539349144,5.8656
19513.0,1.0944582311,0.4621813293,5.4712
19515.0,1.0944983753,-0.7329290468,5.0108
19525.0,1.0951229797,0.586200491,5.8876
19554.0,1.0966627798,0.0963951493,5.7917
19571.0,1.0978248579,-0.3552840759,5.8498
19587.0,1.0989707973,-0.1193417512,4.1285
19719.0,1.1063283041,0.1346701967,5.3736
19740.0,1.1080216145,0.1616855348,4.9876
19747.0,1.1082899881,-0.7381673341,4.0124
19777.0,1.1100070989,-0.1789990244,5.0352
19780.0,1.1101334814,-1.0903766289,3.4953
19799.0,1.1109193743,0.1747325698,5.1932
19805.0,1.1118146675,-1.0854560312,5.6109
19811.0,1.112160897,0.7065742933,4.8418
19812.0,1.1122007158,0.8449029494,4.287
19849.0,1.1139300847,-0.1334227169,4.5615
19860.0,1.1149777895,0.1552018326,4.2656
19893.0,1.1171191805,-0.8986193425,4.3338
19921.0,1.1191257348,-1.0350107657,4.5977
19949.0,1.1201454068,0.935702487,5.2217
19968.0,1.1209048455,1.079486862,5.6562
19983.0,1.1219610757,1.0098558252,5.8866
19990.0,1.1225147701,0.3591667784,4.9992
20020.0,1.1243022089,-1.1040166017,5.8569
20042.0,1.1252732932,-0.5898921671,3.5167
20049.0,1.1256774901,-1.4000015604,5.8246
20070.0,1.1267973223,0.8778245079,4.6223
20075.0,1.1269063004,-0.3615502968,5.9987
20087.0,1.1274202674,0.3766312206,5.7131
20156.0,1.1310593251,0.8735170032,5.5259
20161.0,1.1313111624,-0.7726193921,5.4937
20171.0,1.1319971961,0.3690046791,5.4789
20186.0,1.1327686348,0.3800208655,5.3085
20205.0,1.1335574543,0.2727548212,3.8123
20219.0,1.1342920204,0.2449613171,5.6514
20234.0,1.1353012052,0.8887382613,5.5458
20250.0,1.136008251,0.4773639655,5.1121
20252.0,1.1362570521,0.6033034677,5.0895
20261.0,1.1370998145,0.263466239,5.3233
20264.0,1.1372999636,-0.3602289596,5.3834
20266.0,1.1373994305,1.1369153784,5.4102
20268.0,1.1374640547,0.1070045074,5.9213
20271.0,1.1375788332,-0.1325139672,5.8129
20297.0,1.1386841841,-1.4238435596,5.8633
20354.0,1.1412379687,0.8115599972,4.8094
20376.0,1.1422876751,1.0600414553,5.5234
20380.0,1.1425958847,0.9862209853,5.9568
20384.0,1.1426972936,-1.1063086297,5.4
20400.0,1.1434415313,0.2456943702,5.7967
20417.0,1.1448437063,0.3634023149,5.9458
20430.0,1.1457308677,0.4473166785,5.3693
20455.0,1.1472650833,0.306175858,3.9308
20465.0,1.1479656608,-0.4344494324,5.9373
20484.0,1.1493719114,0.2928195965,5.7146
20507.0,1.1505268891,-0.0653683819,5.2039
20522.0,1.1513237159,0.1651253119,5.143
20535.0,1.1520747736,-0.5937084108,4.0941
20542.0,1.1523313652,0.3044589272,4.8526
20579.0,1.1540364797,0.5956955487,5.7192
20591.0,1.1546388644,0.5927118691,5.8454
20635.0,1.1578876989,0.389103372,4.2573
20641.0,1.1580946544,0.3874650578,5.3388
20648.0,1.158412653,0.312902435,4.3212
20704.0,1.1610990015,0.5487176691,5.4506
20711.0,1.1619816614,0.3981740729,4.3556
20713.0,1.16214724,0.2725915673,4.5524
20732.0,1.1632893386,0.2568052624,4.8523
20776.0,1.165217793,1.4106485822,5.5849
20789.0,1.1662761144,0.4013623519,5.4969
20804.0,1.1670994959,0.195692104,5.8946
20825.0,1.1683556134,-1.0912010437,5.9026
20842.0,1.1694230801,0.3773402856,5.7887
20860.0,1.1703374566,1.462721399,5.4794
20873.0,1.1710676806,0.2572794417,5.9812
20877.0,1.1712879322,0.2855293902,5.1264
20884.0,1.1717056513,0.0241007954,5.504
20885.0,1.1718745897,0.278593246,4.0043
20889.0,1.1720564593,0.3347632442,3.6992
20894.0,1.1722558422,0.2770002773,3.4597
20901.0,1.1730140499,0.227724261,5.0849
20922.0,1.1742375462,-0.2277369714,5.5352
20982.0,1.1781407813,1.4545596921,5.6225
20995.0,1.1787177632,0.2729328137,5.646
21029.0,1.1805384585,0.2826399349,4.8343
21036.0,1.1808096673,0.2395368447,5.4724
21039.0,1.1809207959,0.2738759869,5.537
21060.0,1.1817404512,-0.7845908345,5.0008
21139.0,1.1862907976,-0.0007677907,5.0807
21148.0,1.1869579578,0.9409217694,5.8249
21192.0,1.1895540861,-0.0560163479,5.7388
21248.0,1.1934146542,-0.5195117688,4.6619
21253.0,1.1936670152,-1.0964792011,5.9522
21273.0,1.194885513,0.2590851823,4.7185
21278.0,1.1951672674,-0.1176159272,5.6784
21281.0,1.1955300582,-0.9607165832,3.2372
21295.0,1.1961523976,0.0971910207,5.7097
21296.0,1.1963971468,-0.1436643225,5.263
21297.0,1.1964080555,-0.1565557702,5.3758
21323.0,1.1983133986,0.5054683562,5.8746
21393.0,1.2023189036,-0.5334129483,3.973
21402.0,1.2027670045,0.1773414549,4.301
21421.0,1.2039281519,0.2881496983,1.0024
21444.0,1.2056691238,-0.0585112558,3.8713
21452.0,1.2060394232,1.1215768561,5.9181
21476.0,1.2072903285,0.7202075822,4.3946
21479.0,1.207598958,-1.0834477212,4.6635
21515.0,1.2096350791,0.0174240978,5.285
21547.0,1.2112662476,-0.0431688353,5.2896
21588.0,1.21368566,0.2798354103,5.8599
21589.0,1.2136875463,0.2183559466,4.3136
21594.0,1.213794389,-0.2496446877,4.0248
21604.0,1.2141556383,0.3610168583,5.8562
21644.0,1.2169012739,-0.2115876331,5.0341
21670.0,1.2178109755,0.1373746529,5.4475
21673.0,1.2180359828,0.2757626019,5.1269
21683.0,1.2185635659,0.2778219294,4.7248
21685.0,1.2187952748,-0.2506098632,5.6183
21727.0,1.2213441122,0.926413323,5.2418
21730.0,1.221587665,0.9332840678,5.4474
21735.0,1.2219790614,0.2128889946,5.4147
21743.0,1.222228345,-0.4272986835,5.7241
21763.0,1.2236571744,-0.3433282067,4.3758
21770.0,1.2241901557,-0.7306571369,4.5287
21819.0,1.2275290135,0.4994271279,5.7473
21823.0,1.2278456348,0.8430112818,5.6662
21861.0,1.2307077369,-0.6482984674,5.1297
21881.0,1.2315263871,0.4006748128,4.2366
21914.0,1.2338355359,-0.8810669588,5.4629
21928.0,1.2344058325,0.7568666336,5.3188
21949.0,1.2351074675,-1.2379814468,5.4909
21958.0,1.2354977653,-0.5369574468,5.8079
21972.0,1.236391131,0.8722078093,5.8765
22024.0,1.2395705043,-0.1484153641,5.7567
22028.0,1.2397618956,-0.3257926374,5.5474
22040.0,1.2407195969,-1.042534739,5.3404
22044.0,1.2410577829,0.1945373561,5.4592
22086.0,1.2438489345,-0.371464379,5.8437
22109.0,1.2457390124,-0.0568039198,3.9696
22157.0,1.2480341021,0.2043014074,5.4116
22263.0,1.254907163,-0.2955691937,5.6184
22287.0,1.2566528143,0.9906059333,5.3476
22325.0,1.259002611,-0.2850049568,5.8767
22336.0,1.2592697716,-0.0990201871,5.9
22393.0,1.2619337746,0.5486900648,5.7403
22407.0,1.2623864299,0.5687725769,5.9123
22449.0,1.2646465369,0.1214966851,3.2862
22453.0,1.2649758502,0.6542921989,5.0115
22479.0,1.2662064939,-0.2830449941,5.1981
22509.0,1.2680342178,0.1553387203,4.3669
22531.0,1.2693915361,-0.9330830652,5.666
22545.0,1.270407981,0.8506867091,5.8105
22549.0,1.2706263129,0.0978274735,3.6236
22565.0,1.2713569786,0.3288189945,5.1512
22573.0,1.2717777004,-0.6092286799,5.8634
22626.0,1.2744662874,1.1083826807,5.4857
22667.0,1.2764148124,0.2487229984,4.7029
22678.0,1.2768537396,0.640591629,4.9215
22699.0,1.277563958,0.7432768375,5.7219
22701.0,1.2779941042,-0.0951685423,4.4373
22730.0,1.2801084958,0.0437774828,5.4049
22783.0,1.2830359363,1.1578978524,4.294
22797.0,1.283914792,0.0425977554,3.647
22833.0,1.2862281504,0.1994208586,5.2269
22834.0,1.2862926664,0.135772011,5.4968
22840.0,1.2865046338,0.0081538011,5.9461
22845.0,1.2867224783,0.1771709011,4.6861
22854.0,1.287408801,0.9644537548,5.5351
22860.0,1.2876763444,-0.2921794274,5.8663
22871.0,1.2879904203,-1.3078974241,5.5916
22881.0,1.288536022,-0.2865456219,5.8703
22913.0,1.2908277795,0.2625028696,5.7673
22936.0,1.2920582893,0.9227506345,5.788
22957.0,1.2931668783,0.2358738845,4.2355
22958.0,1.2933027419,-0.0902570916,5.4647
23015.0,1.2958790703,0.5788582689,2.8337
23040.0,1.2971592632,0.938150824,4.4473
23043.0,1.2975321221,0.2993886656,5.6743
23068.0,1.2994445828,0.4179816628,5.9648
23088.0,1.3009521618,0.4372140737,5.8065
23123.0,1.3026630561,0.0299155508,4.6307
23148.0,1.3039782006,-1.4393821547,5.9969
23166.0,1.3047381825,-0.2858209955,5.7535
23179.0,1.3057517526,0.6613136766,4.9506
23221.0,1.308301781,-0.1791230119,5.5358
23231.0,1.3086851845,-0.2188154998,4.8507
23265.0,1.3105035085,1.417102999,5.2506
23362.0,1.315218885,-0.3499713401,4.8902
23364.0,1.3152761239,-0.1252095387,4.7314
23416.0,1.3175878239,0.7648611127,3.1457
23430.0,1.318433788,-0.4585825238,5.1748
23453.0,1.3198092592,0.7169095101,3.8549
23467.0,1.3208509872,-1.2446697928,5.4696
23474.0,1.3209920472,-0.3978493366,5.9053
23482.0,1.321266993,-0.8578550414,5.4746
23497.0,1.3225017176,0.3768176618,4.6767
23522.0,1.3239120368,1.0549168193,4.1838
23554.0,1.3259597444,-0.4256518946,5.6276
23595.0,1.3282182352,-0.6192929193,4.701
23607.0,1.3289328455,0.2688536675,4.6541
23649.0,1.3306646557,-0.8652963724,5.1708
23668.0,1.3319908608,-0.4564426909,5.8714
23680.0,1.3325381104,0.0205536269,5.8483
23685.0,1.3328244678,-0.3904451062,3.3215
23693.0,1.3330454212,-1.0030928961,4.8191
23734.0,1.3357920959,1.0292623902,5.2033
23767.0,1.3374217332,0.7196802464,3.116
23783.0,1.3381336327,0.9005574856,5.0584
23794.0,1.3384964122,-0.0812479228,5.0924
23835.0,1.3414801411,0.3254167586,5.0444
23840.0,1.3420135607,-1.1065312458,5.225
23871.0,1.3430620264,0.3563692607,5.3302
23875.0,1.3432514979,-0.0887720313,2.8258
23879.0,1.3433852404,0.148328085,5.4153
23883.0,1.3435715362,0.3788208514,5.8667
23900.0,1.3443851131,0.4235074201,5.517
23916.0,1.3453716347,-0.1512375571,5.7845
23941.0,1.3470790576,-0.0777761671,5.2135
23972.0,1.348905565,-0.1527874491,4.1942
23983.0,1.3496925165,0.1715588428,5.498
24010.0,1.3513182167,0.2722237487,4.8886
24109.0,1.3557478337,0.8196491224,5.7743
24162.0,1.3583846104,-0.043472414,5.9989
24169.0,1.358655368,-0.2068080309,5.2571
24197.0,1.3600159302,0.2800495574,5.3003
24244.0,1.3626576225,-0.207155625,4.426
24254.0,1.3629894164,1.2906141503,5.4022
24305.0,1.365420021,-0.2828380962,3.2528
24327.0,1.3667298829,-0.2258680976,4.3328
24331.0,1.3669912965,0.0499382994,4.6378
24340.0,1.367591396,0.671684271,4.8902
24372.0,1.3690236694,-1.172605562,4.9799
24426.0,1.3721806145,-0.6279176425,5.9087
24436.0,1.3724302998,-0.1431456148,0.193
24450.0,1.3732870481,0.089991433,5.6513
24504.0,1.3762220619,0.5705057235,5.076
24505.0,1.3762186899,-0.4702516889,5.0438
24555.0,1.3791111188,0.1979442421,5.5245
24608.0,1.3818132039,0.8028345096,0.2385
24659.0,1.3852840724,-0.6090219882,4.9799
24674.0,1.3858204357,-0.1194570697,3.5544
24679.0,1.3861002255,-0.2359634171,5.6446
24727.0,1.3883038363,0.5824513503,4.6925
24732.0,1.3885005198,1.2787702175,5.8126
24738.0,1.38867723,0.7468645197,5.5156
24799.0,1.3919014847,0.5890218425,5.3217
24813.0,1.3924875581,0.6998886748,4.8232
24817.0,1.3927167144,0.0453076254,5.4331
24822.0,1.3931065219,0.3856600125,5.1166
24829.0,1.3935082361,-0.883250397,5.5501
24831.0,1.3936226541,-0.4776767942,5.9799
24845.0,1.3944108819,-0.2299781465,4.202
24873.0,1.3961929123,-0.2149478503,5.257
24879.0,1.3963303823,0.5926799966,5.121
24902.0,1.3973312321,0.7170918896,5.5089
24914.0,1.3979079846,1.0935136425,5.7361
24927.0,1.3982204833,-0.3707033828,4.6925
25001.0,1.4015494463,0.5160918461,5.6897
25028.0,1.4029424709,-0.007269194,5.6293
25041.0,1.4037946162,0.1471061873,5.7445
25044.0,1.4039535925,-0.0066753503,4.6616
25045.0,1.4039914023,-0.4323695392,5.189
25048.0,1.4041468516,0.7296290183,5.173
25110.0,1.4074464129,1.3828375774,5.19
25142.0,1.4086262456,0.0618622831,4.9403
25143.0,1.4086497489,0.7160955583,5.5885
25187.0,1.4106995523,-0.1468797163,5.9845
25194.0,1.4110990301,-0.6925193425,5.7816
25197.0,1.4113769686,1.0043415428,5.2468
25202.0,1.4115463654,-0.2430781113,5.1642
25223.0,1.4124301397,-0.0027892669,5.6235
25247.0,1.4134866308,-0.1362745288,4.2952
25278.0,1.4155573142,0.303400215,5.1149
25280.0,1.4157869848,-0.2962825928,5.6519
25281.0,1.415797791,-0.0418379705,3.2919
25282.0,1.41581916,-0.0155625641,5.2306
25291.0,1.4165184255,0.543550734,5.9587
25292.0,1.4165631872,0.6524978864,5.152
25302.0,1.4169765703,0.0322265629,4.8229
25329.0,1.4182067145,-0.1802723579,5.7281
25336.0,1.4186521954,0.1108237749,1.5493
25397.0,1.4224304603,-0.3437487576,5.934
25428.0,1.4237158306,0.4993015867,1.6151
25429.0,1.4238451929,-1.0282188167,5.2987
25471.0,1.4259924186,0.6002506285,5.9676
25473.0,1.4260960449,0.0540297568,4.5111
25488.0,1.4271933942,-0.7146036486,5.931
25492.0,1.4274082843,0.5272397747,5.7621
25499.0,1.4275403417,0.3135007111,5.3743
25539.0,1.4295762125,0.3828725657,4.8286
25541.0,1.4296346344,0.6017194766,5.2363
25555.0,1.4301232219,0.2770553712,5.5302
25583.0,1.4312863833,0.3008815279,5.8679
25606.0,1.4322409127,-0.3623169486,2.9674
25608.0,1.4322845881,-0.6498023351,5.5758
25695.0,1.4367326914,0.4389556572,5.4671
25708.0,1.4372569453,-0.0601505168,5.9638
25737.0,1.4387317306,-0.0190620637,4.8168
25751.0,1.4395165267,0.0312284953,5.6981
25768.0,1.4405847204,-0.8216544823,5.5921
25769.0,1.4406390989,1.100730848,5.5061
25790.0,1.4418000273,0.2680920407,5.9716
25813.0,1.4433180541,0.1038159841,4.1585
25853.0,1.4448143594,-0.3641377208,5.5454
25859.0,1.4451861014,-0.6190758935,4.0314
25861.0,1.4453167499,0.0574585954,5.3929
25918.0,1.448089639,-1.3324133806,5.3394
25923.0,1.4483222278,-0.1274356737,4.5203
25930.0,1.4486523477,-0.0052201652,2.1361
25945.0,1.4495505844,0.324530801,4.3349
25950.0,1.449651909,0.2977209419,5.5036
25980.0,1.4516306645,-0.0277827209,5.2744
25984.0,1.4517993541,0.5618569416,4.8053
25985.0,1.4518095186,-0.3110576781,2.6426
25993.0,1.4523595092,-0.6721846917,5.6187
26001.0,1.4529520469,-1.1209815903,5.5046
26019.0,1.4535186619,-0.6132966203,5.9213
26063.0,1.455273486,-0.0201772532,5.2902
26064.0,1.4552867901,0.323588073,5.6614
26069.0,1.4557148642,-1.0906537318,3.903
26093.0,1.4569343349,0.24967968,5.5652
26126.0,1.4585709419,0.0657453944,5.3527
26169.0,1.4606065758,-1.2870296451,5.7968
26176.0,1.4609306049,0.1656245106,4.3451
26197.0,1.461786419,-0.1048815359,5.5912
26199.0,1.4619082256,-0.1047551641,4.6889
26207.0,1.4623152277,0.1733838532,3.3298
26215.0,1.4626760044,0.1787234966,5.6409
26219.0,1.4628371465,-0.5773550767,5.9318
26220.0,1.4628631949,-0.0940257687,4.8593
26221.0,1.4629107026,-0.0940679537,4.6103
26224.0,1.4629638242,-0.0940327099,4.7663
26235.0,1.4633785697,-0.0945281431,4.9953
26237.0,1.4633976092,-0.0844449725,4.5178
26241.0,1.4636026456,-0.1031472111,2.6706
26248.0,1.4636855113,0.419570834,5.348
26268.0,1.464584681,-0.0847546964,5.3137
26311.0,1.4670083233,-0.0209774132,1.6235
26344.0,1.468638187,0.9499597475,5.8333
26345.0,1.4686722724,-0.1058498997,5.6299
26366.0,1.4700276123,0.162165732,4.235
26382.0,1.4707096686,0.2974112429,5.5961
26394.0,1.4710793126,-1.4044956729,5.7855
26396.0,1.4710826096,0.4699216594,5.8125
26427.0,1.4724292841,-0.1036443829,5.9561
26451.0,1.4732530972,0.3690078584,2.9184
26460.0,1.4736864274,-0.5007313623,5.3864
26487.0,1.4748841084,0.1316232305,5.8523
26535.0,1.4775646719,-0.1147372088,5.8817
26536.0,1.4775738939,0.5321935223,5.4441
26545.0,1.4779685722,-0.7104774195,5.7894
26549.0,1.4780587022,-0.045379706,3.6811
26551.0,1.4781210811,-0.0453730849,3.7103
26563.0,1.4786641631,-0.1258855117,4.8242
26594.0,1.4799770884,0.0719331608,4.4935
26634.0,1.4819983319,-0.5947043514,2.6124
26640.0,1.4823803246,0.4519905149,5.1278
26649.0,1.4827918411,-0.569485911,5.6007
26727.0,1.4868405212,-0.0339043911,1.6812
26736.0,1.4872180251,-0.0197010303,4.8716
26777.0,1.4891814982,0.2885759415,4.8026
26865.0,1.4932715919,-0.390495375,5.9088
26868.0,1.493361224,-0.6050696404,5.2851
26882.0,1.4941798864,1.1466412028,5.7831
26885.0,1.4943410376,0.0257377564,5.0619
26966.0,1.4981949154,-0.3238884826,5.7349
27072.0,1.503017555,-0.3917825525,3.6977
27100.0,1.5043588521,-1.1473016199,4.3927
27196.0,1.5092770601,0.8696327001,5.4871
27204.0,1.5097020144,-0.5638527022,5.071
27243.0,1.5116999171,-0.8132749164,5.4772
27249.0,1.5119183325,0.9794040456,5.9824
27265.0,1.5130181877,0.2761547958,5.9859
27280.0,1.5135025814,0.1661989721,5.9385
27288.0,1.5138803932,-0.2586917834,3.5778
27316.0,1.5150293982,0.2528707083,5.7503
27321.0,1.5153154641,-0.8912822871,3.9077
27338.0,1.5159782525,0.309432086,5.5454
27364.0,1.5171932557,0.2425943338,5.2279
27366.0,1.5173738329,-0.1687663889,2.0065
27386.0,1.518453292,0.1126472246,5.3227
27468.0,1.5228695333,0.4287847074,5.0445
27483.0,1.5235604125,0.6838397871,4.678
27511.0,1.5251954899,0.2208079918,4.8712
27517.0,1.5254581076,-0.2527856362,5.6458
27530.0,1.5264051001,-0.9802901529,4.6622
27533.0,1.5266910922,-0.4009357084,5.894
27534.0,1.5266942925,-1.1676467479,5.0585
27549.0,1.5273577492,0.1722853291,5.9456
27566.0,1.5283847792,-1.3851198725,5.4416
27581.0,1.529265018,0.2496815437,5.7182
27621.0,1.531033261,-0.9094681631,5.3293
27628.0,1.5313484549,-0.6242919202,3.2833
27629.0,1.531389108,0.4881307753,5.7547
27639.0,1.5317016947,0.6511069788,4.8122
27654.0,1.5329192531,-0.3643813549,3.9262
27658.0,1.5331250975,-0.1312138962,5.2864
27673.0,1.5336639114,0.6832698715,4.1381
27713.0,1.536451926,-0.1578122983,5.9961
27743.0,1.5375116065,0.2473444629,5.5857
27750.0,1.5378127106,0.0323786108,4.9281
27766.0,1.5383013861,-0.6567846896,5.7862
27810.0,1.5407537073,-0.5899464101,4.8321
27830.0,1.5416815884,0.4819252887,4.5611
27890.0,1.5450454619,-1.1011460457,4.8015
27913.0,1.5462951088,0.3538901962,4.5219
27938.0,1.5477860175,-0.2054996212,5.7444
27947.0,1.54826038,-0.9186727751,5.3642
27949.0,1.548309639,0.9722689041,4.9918
27955.0,1.5484338564,-0.6973970846,5.6606
27965.0,1.5487387543,0.3446959598,5.8677
27971.0,1.5488215426,1.0452499781,5.2145
27973.0,1.5489084755,0.553303108,5.9493
27989.0,1.5497279598,0.1292771753,0.4997
28010.0,1.5511533935,-0.6478768542,5.1402
28098.0,1.5548660385,-0.5477271647,5.6132
28103.0,1.5551115116,-0.2472789146,3.7888
28110.0,1.5553818523,0.1659706733,5.9701
28199.0,1.5600488723,-0.6158098753,4.3092
28237.0,1.5620447847,0.4529812846,4.7985
28271.0,1.5638469512,0.0320639277,5.9578
28287.0,1.5648008818,-0.7685485021,5.9845
28296.0,1.5656753136,0.0096512124,5.2248
28302.0,1.5659415215,0.2235462642,5.8528
28325.0,1.5667462647,-0.166821006,5.0983
28328.0,1.5670722719,-0.7472645958,4.1205
28358.0,1.5687274033,0.9474516638,3.8904
28360.0,1.568743343,0.784480729,1.9038
28380.0,1.5695773717,0.6494852553,2.6103
28404.0,1.5705128069,0.8017475929,4.3115
28413.0,1.5710396203,-0.0536527651,4.6893
28484.0,1.574374096,-0.8938974778,5.7164
28499.0,1.5750548471,0.8360471698,5.7169
28524.0,1.5763445929,-0.5918720664,5.6569
28574.0,1.5788267251,-0.1849689386,4.929
28614.0,1.5811948901,0.1683783322,4.1792
28675.0,1.5850179282,-0.4587554417,5.177
28691.0,1.5858759974,0.3436659774,5.1135
28716.0,1.5878993645,0.3514824043,4.6946
28734.0,1.5887744152,0.4060269757,4.3198
